1387588212.205,23.74
1387588212.436,23.74
1387588212.654,23.73
1387588212.876,23.72
1387588213.094,23.72
1387588213.312,23.70
1387588213.556,23.69
1387588213.774,23.68
1387588213.992,23.66
1387588214.210,23.64
1387588214.435,23.63
1387588214.653,23.62
1387588214.876,23.62
1387588215.094,23.60
1387588215.312,23.59
1387588215.569,23.59
1387588215.787,23.58
1387588216.005,23.57
1387588216.235,23.57
1387588216.453,23.56
1387588216.671,23.55
1387588216.890,23.54
1387588217.108,23.53
1387588217.335,23.53
1387588217.556,23.52
1387588217.774,23.52
1387588217.992,23.51
1387588218.211,23.51
1387588218.435,23.50
1387588218.653,23.49
1387588218.876,23.48
1387588219.094,23.47
1387588219.314,23.47
1387588219.556,23.47
1387588219.774,23.45
1387588219.994,23.45
1387588220.212,23.44
1387588220.435,23.44
1387588220.653,23.43
1387588220.876,23.43
1387588221.094,23.42
1387588221.314,23.41
1387588221.556,23.40
1387588221.774,23.39
1387588221.994,23.38
1387588222.214,23.37
1387588222.435,23.37
1387588222.653,23.36
1387588222.876,23.35
1387588223.094,23.34
1387588223.314,23.32
1387588223.556,23.33
1387588223.774,23.32
1387588223.994,23.32
1387588224.214,23.32
1387588224.435,23.32
1387588224.654,23.31
1387588224.876,23.31
1387588225.094,23.30
1387588225.314,23.29
1387588225.556,23.28
1387588225.775,23.28
1387588225.994,23.28
1387588226.214,23.27
1387588226.435,23.26
1387588226.653,23.24
1387588226.876,23.24
1387588227.094,23.23
1387588227.315,23.22
1387588227.556,23.22
1387588227.774,23.21
1387588227.993,23.20
1387588228.211,23.19
1387588228.435,23.19
1387588228.654,23.19
1387588228.876,23.18
1387588229.094,23.17
1387588229.314,23.16
1387588229.557,23.16
1387588229.775,23.16
1387588229.994,23.15
1387588230.211,23.15
1387588230.436,23.15
1387588230.654,23.13
1387588230.876,23.12
1387588231.094,23.12
1387588231.312,23.11
1387588231.557,23.11
1387588231.775,23.12
1387588231.994,23.11
1387588232.211,23.10
1387588232.436,23.10
1387588232.653,23.10
1387588232.876,23.10
1387588233.094,23.10
1387588233.312,23.09
1387588233.556,23.09
1387588233.775,23.08
1387588233.994,23.07
1387588234.212,23.07
1387588234.435,23.06
1387588234.654,23.05
1387588234.876,23.05
1387588235.094,23.04
1387588235.312,23.04
1387588235.557,23.03
1387588235.775,23.02
1387588235.994,23.00
1387588236.212,23.00
1387588236.436,23.00
1387588236.654,22.99
1387588236.876,22.99
1387588237.094,22.99
1387588237.312,22.98
1387588237.557,22.98
1387588237.775,22.97
1387588237.994,22.96
1387588238.212,22.95
1387588238.435,22.94
1387588238.654,22.94
1387588238.876,22.94
1387588239.094,22.93
1387588239.312,22.92
1387588239.557,22.92
1387588239.775,22.91
1387588239.993,22.91
1387588240.212,22.91
1387588240.436,22.91
1387588240.654,22.90
1387588240.876,22.90
1387588241.096,22.90
1387588241.314,22.78
1387588241.557,22.72
1387588241.775,22.63
1387588241.994,22.57
1387588242.212,22.56
1387588242.436,22.54
1387588242.654,22.57
1387588242.876,22.58
1387588243.096,22.63
1387588243.316,22.69
1387588243.558,22.73
1387588243.777,22.82
1387588243.995,22.93
1387588244.213,22.98
1387588244.437,23.10
1387588244.655,23.24
1387588244.876,23.31
1387588245.094,23.46
1387588245.312,23.60
1387588245.558,23.68
1387588245.777,23.84
1387588245.994,23.99
1387588246.214,24.07
1387588246.437,25.18
1387588246.656,25.20
1387588246.877,25.22
1387588247.095,25.28
1387588247.313,25.35
1387588247.559,25.40
1387588247.777,25.51
1387588247.995,25.63
1387588248.213,25.69
1387588248.437,25.83
1387588248.655,25.97
1387588248.877,26.04
1387588249.095,26.19
1387588249.313,26.34
1387588249.559,26.42
1387588249.777,26.58
1387588249.995,26.74
1387588250.213,26.83
1387588250.436,26.99
1387588250.654,27.15
1387588250.877,27.24
1387588251.095,27.39
1387588251.313,27.55
1387588251.559,27.63
1387588251.778,27.79
1387588251.996,27.96
1387588252.215,28.05
1387588252.437,28.22
1387588252.655,28.38
1387588252.876,28.46
1387588253.095,28.62
1387588253.313,28.79
1387588253.559,28.88
1387588253.777,29.04
1387588253.995,29.20
1387588254.213,29.28
1387588254.435,29.44
1387588254.653,29.60
1387588254.876,29.68
1387588255.095,29.82
1387588255.313,29.97
1387588255.559,30.05
1387588255.779,30.19
1387588255.997,30.34
1387588256.215,30.41
1387588256.435,30.55
1387588256.653,30.69
1387588256.876,30.76
1387588257.095,30.90
1387588257.313,31.04
1387588257.558,31.10
1387588257.777,31.22
1387588257.995,31.36
1387588258.213,31.43
1387588258.437,31.55
1387588258.655,31.68
1387588258.876,31.74
1387588259.095,31.86
1387588259.313,31.98
1387588259.559,32.04
1387588259.777,32.18
1387588259.995,32.29
1387588260.213,32.35
1387588260.437,32.48
1387588260.655,32.59
